88,conidEx,7720,7280,6070,7281,6509,7714,7715,31,55,7699,7698,_updated,server_id,7051,82,conid,6119,83,84,85,86,7706
"$5,000K",383314788,4.906%,Oil&Gas,BOND,Oil Comp-Explor&Prodtn,R,"Sep 15, 2031","Sep 18, 2019",115.6390,OXY,5.032%,4.795%,1761261291224,q99,Occidental Petroleum Corp,0.0000,383314788,q99,0.0,114.3140,"$5,000K",115.0050,BAA3/BB+ (MOODY/SP)
$500K,142974234,,Aerospace/Defense,BOND,Aerospace/Defense-Equip,Z,"Jan 15, 2034","Jan 30, 2014",C99.976,GE,4.692%,,1761261291734,q100,General Electric Co,,142974234,q100,,96.329,,,A3/A- (MOODY/SP)
,77756252,,Oil&Gas,BOND,Oil&Gas Drilling,Z,"Aug 15, 2040","Aug 06, 2010",C81.755,VAL,,,1761261291734,q101,Pride International Inc,,77756252,q101,,,,,C/D (MOODY/SP)
"$5,000K",29136086,6.485%,Auto Manufacturers,BOND,Auto-Cars/Light Trucks,R,"Jun 15, 2043","Jun 17, 1993",111.501,F,6.993%,6.633%,1761261291224,q102,Ford Motor Co,0.000,29136086,q102,0.0,107.590,"$5,000K",113.169,BA1/BBB- (MOODY/SP)
"$5,000K",225495025,2.333%,Oil&Gas,BOND,Oil Comp-Integrated,R,"Jan 23, 2026","Mar 22, 2016",100.000,PEMEX,9.519%,4.449%,1761261291224,q103,Petroleos Mexicanos,0.000,225495025,q103,0.0,98.875,"$5,000K",100.522,B1/BBB (MOODY/SP)
$100K,126529957,,Commercial Services,BOND,Protection-Safety,Z,"Jul 15, 2042","Apr 29, 2013",74.280,ADT,8.007%,7.620%,1761261291734,q104,ADT Corp/The,0.000,126529957,q104,0.0,71.392,,,BA3/BB (MOODY/SP)
"$5,000K",371520707,4.670%,Electric,BOND,Electric-Integrated,R,"Jun 15, 2027","Jun 21, 2019",101.3514,EIX,4.893%,4.790%,1761261291224,q105,Edison International,0.0000,371520707,q105,0.0,101.2000,"$5,000K",101.5150,BAA2/BB+ (MOODY/SP)
$500K,161743978,5.001%,Banks,BOND,Diversified Banking Inst,Z,"Jul 30, 2034","Jul 30, 2014",C91.640,C,5.309%,,1761261291734,q106,Citigroup Inc,,161743978,q106,,92.618,$7K,94.694,A3/BBB+ (MOODY/SP)
"$5,000K",376808721,2.849%,Mining,BOND,Metal-Copper,R,"Sep 01, 2027","Aug 15, 2019",100.0172,FCX,5.042%,4.987%,1761261290712,q107,Freeport-McMoRan Inc,0.0000,376808721,q107,0.0,99.9200,"$5,000K",100.1480,BAA2/BBB- (MOODY/SP)
$500K,138263596,3.915%,Aerospace/Defense,BOND,Aerospace/Defense-Equip,Z,"Nov 15, 2030","Nov 20, 2013",C99.903,GE,4.234%,,1761261291734,q108,General Electric Co,,138263596,q108,,99.618,$6K,101.067,A3/A- (MOODY/SP)
"$5,000K",29159507,91.272%,Retail,BOND,Retail-Catalog Shopping,R,"Jul 15, 2029","Jan 13, 2000",13.0000,LINTA,122.232%,98.718%,1761261291224,q109,Liberty Media LLC,0.0000,29159507,q109,0.0,9.3890,"$5,000K",14.6610,C/CC (MOODY/SP)
"$5,000K",319082048,4.368%,Aerospace/Defense,BOND,Aerospace/Defense-Equip,R,"Jun 15, 2028","May 30, 2018",C100.2329,SPR,4.609%,,1761261290712,q110,Spirit Aerosystems Inc,,319082048,q110,,99.9720,"$5,000K",100.5210,CAA1/CCC+ (MOODY/SP)
"$5,000K",351145923,-10.912%,Electric,BOND,Electric-Generation,R,"Feb 15, 2027","Feb 06, 2019",99.9310,VST,5.763%,,1761261326543,q111,Vistra Operations Co LLC,0.0000,351145923,q111,0.0,99.8200,"$5,000K",100.3710,BA2/BB+ (MOODY/SP)
"$5,000K",103831266,5.202%,Electric,BOND,Electric-Integrated,R,"Mar 15, 2042","Mar 09, 2012",C88.6180,SO,5.361%,,1761261291223,q112,Mississippi Power Co,,103831266,q112,,87.9790,"$5,000K",89.5880,A3/A- (MOODY/SP)
$500K,102366127,4.104%,Aerospace/Defense,BOND,Aerospace/Defense-Equip,Z,"Feb 15, 2032","Feb 24, 2012",98.655,GE,4.464%,4.597%,1761261291733,q113,General Electric Co,0.000,102366127,q113,0.0,99.374,$20K,101.350,A3/A- (MOODY/SP)
"$5,000K",305140841,8.728%,REITS,BOND,REITS-Hotels,R,"Feb 15, 2030","Feb 02, 2018",84.3000,SVC,8.946%,8.832%,1761261290711,q114,Service Properties Trust,0.0000,305140841,q114,0.0,83.9660,"$5,000K",84.6570,CAA2/CCC+ (MOODY/SP)
"$5,000K",295160718,3.754%,Internet,BOND,Internet Content-Entmnt,R,"Nov 15, 2026","Oct 27, 2016",100.6000,NFLX,3.876%,3.789%,1761261290711,q115,Netflix Inc,0.0000,295160718,q115,0.0,100.5070,"$5,000K",100.6310,A3/A (MOODY/SP)
"$5,000K",467870320,8.957%,Media,BOND,Television,R,"Feb 15, 2029","Feb 08, 2021",86.0830,AMCX,9.427%,9.223%,1761261326042,q116,AMC Networks Inc,0.0000,467870320,q116,0.0,85.5930,"$5,000K",86.7940,CAA2/B- (MOODY/SP)
,493504820,17.714%,Advertising,BOND,Advertising Services,Z,"Jul 15, 2031","May 28, 2021",C18.000,NLSN,,,1761261291733,q117,Nielsen Finance LLC / Nielsen Finance Co,,493504820,q117,,,$34K,54.487,WR/NR (MOODY/SP)
"$5,000K",360150344,5.025%,Pipelines,BOND,Pipelines,R,"Jul 15, 2029","Apr 12, 2019",C99.1330,ROCKIE,5.468%,,1761261291733,q118,Rockies Express Pipeline LLC,,360150344,q118,,98.2710,"$5,000K",99.7400,BA2/BB (MOODY/SP)
,277693356,,Telecommunications,BOND,Telephone-Integrated,Z,"Jun 15, 2037","Jun 02, 2017",C100.000,VZ,,,1761261294742,q119,Verizon Communications Inc,,277693356,q119,,,,,WR/NR (MOODY/SP)
"$5,000K",153403353,7.461%,Retail,BOND,Retail-Major Dept Store,R,"Jan 15, 2044","Jun 06, 2014",75.0120,JWN,7.653%,7.544%,1761261290711,q120,Nordstrom Inc,0.0000,153403353,q120,0.0,74.1470,"$5,000K",75.6900,BA2/BB+ (MOODY/SP)
$250K,64885737,7.214%,Oil&Gas,BOND,Oil Comp-Integrated,Z,"Jun 15, 2035","Feb 10, 2006",96.2560,PEMEX,7.289%,7.168%,1761261291223,q121,Petroleos Mexicanos,+1.0560,64885737,q121,1.11,95.3750,$250K,95.8750,B1/BBB (MOODY/SP)
"$5,000K",493544133,9.031%,Pharmaceuticals,BOND,Medical-Drugs,R,"Jun 01, 2028","Jun 08, 2021",C90.0250,BHCCN,9.422%,,1761261291223,q122,Bausch Health Cos Inc,,493544133,q122,,89.7380,"$5,000K",90.5660,CAA1/B- (MOODY/SP)
"$5,000K",322335294,3.501%,Pharmaceuticals,BOND,Medical-Drugs,R,"Dec 15, 2025","Jun 25, 2018",C99.9480,BAYNGR,5.554%,,1761261291223,q123,Bayer US Finance II LLC,,322335294,q123,,99.8160,"$5,000K",100.0920,BAA2/BBB (MOODY/SP)
$50K,29198736,4.231%,Insurance,BOND,Financial Guarantee Ins,Z,"Dec 15, 2025","Dec 22, 1995",100.050,MBI,8.222%,6.481%,1761261291223,q124,MBIA Inc,0.000,29198736,q124,0.0,99.800,$14K,100.375,BA3/NR (MOODY/SP)
"$5,000K",288646339,7.116%,REITS,BOND,REITS-Health Care,R,"Oct 15, 2027","Sep 21, 2017",96.1770,MPW,7.325%,7.108%,1761261329046,q125,MPT Operating Partnership LP/MPT Finance Corp,0.0000,288646339,q125,0.0,95.8100,"$5,000K",96.1760,CAA1/CCC+ (MOODY/SP)
$250K,81803887,3.851%,Aerospace/Defense,BOND,Aerospace/Defense-Equip,Z,"Dec 15, 2027","Dec 16, 2010",C101.698,GE,4.150%,,1761261291733,q126,General Electric Co,,81803887,q126,,101.719,$5K,102.336,A3/A- (MOODY/SP)
"$5,000K",29213613,4.333%,Retail,BOND,Retail-Regnl Dept Store,R,"Dec 01, 2028","Dec 07, 1998",106.1440,DDS,5.145%,4.841%,1761261291223,q127,Dillard's Inc,0.0000,29213613,q127,0.0,105.2370,"$5,000K",107.6400,BAA3/BB+ (MOODY/SP)
"$5,000K",480268244,5.978%,Real Estate,BOND,Real Estate Oper/Develop,Z,"Apr 15, 2029","Apr 09, 2021",C96.3310,HUNTCO,6.151%,,1761261291733,q128,Hunt Cos Inc,,480268244,q128,,97.2180,"$5,000K",97.7440,B2/BB (MOODY/SP)
$475K,391406443,,,BOND,,Z,"Feb 19, 2031","Nov 19, 2019",104.6110,CR,,,1761261291733,q129,Costa Rica Government International Bond,-0.2700,391406443,q129,-0.26,104.0450,$600K,105.1770,BA2/BB (MOODY/SP)
"$5,000K",448846431,5.242%,Media,BOND,Broadcast Serv/Program,R,"Sep 15, 2029","Sep 13, 2019",98.8750,TGNA,5.307%,5.322%,1761261290711,q130,TEGNA Inc,0.0000,448846431,q130,0.0,98.9310,"$5,000K",99.1530,BA3/BB+ (MOODY/SP)
"$5,000K",249158589,9.038%,Media,BOND,Cable/Satellite TV,R,"Jul 01, 2026","Oct 03, 2016",98.7500,DISH,9.891%,9.643%,1761261291223,q131,DISH DBS Corp,0.0000,249158589,q131,0.0,98.6080,"$5,000K",99.1520,CAA3/CCC- (MOODY/SP)
"$5,000K",78730456,5.335%,Computers,BOND,Computers,R,"Sep 10, 2040","Sep 10, 2010",99.8820,DELL,5.502%,5.411%,1761261291223,q132,Dell Inc,0.0000,78730456,q132,0.0,98.9680,"$5,000K",100.6550,BAA3/BBB (MOODY/SP)
"$5,000K",276030614,13.761%,Telecommunications,BOND,Satellite Telecom,R,"Aug 01, 2026","May 11, 2017",95.1600,SATS,14.168%,13.416%,1761261291224,q133,EH Holding Corp,0.0000,276030614,q133,0.0,94.7040,"$5,000K",94.9770,CAA3/CCC+ (MOODY/SP)
"$5,000K",424640616,5.254%,Oil&Gas,BOND,Oil Comp-Integrated,R,"Jan 03, 2031","Jun 03, 2020",102.0750,PETBRA,5.385%,5.119%,1761261291224,q134,Petrobras Global Finance BV,0.0000,424640616,q134,0.0,100.9200,"$5,000K",101.4830,BA1/BB (MOODY/SP)
"$5,000K",227296488,8.730%,Housewares,BOND,Housewares,R,"Apr 01, 2046","Mar 30, 2016",87.4687,NWL,8.912%,8.834%,1761261291224,q135,Newell Brands Inc,0.0000,227296488,q135,0.0,86.8110,"$5,000K",88.3630,B1/B+ (MOODY/SP)
$250K,362972745,1.276%,REITS,BOND,REITS-Regional Malls,Z,"May 15, 2026","May 01, 2019",C99.860,BPYU,6.505%,,1761261291733,q136,Brookfield Property REIT Inc / BPR Cumulus LLC / BPR Nimbus LLC / GGSI Sellco LL,,362972745,q136,,99.588,$223K,100.111,B1/B+ (MOODY/SP)
$400K,686758141,6.187%,,BOND,,Z,"Mar 01, 2038","Feb 29, 2024",114.7955,PA,6.292%,,1761261291733,q137,Panama Government International Bond,-0.2155,686758141,q137,-0.19,114.3110,"$1,000K",115.2800,BAA3/BBB- (MOODY/SP)
$450K,537765739,,,BOND,,Z,"Jan 19, 2063","Jan 19, 2022",C73.8630,PA,0.885%,,1761261291733,q138,Panama Government International Bond,,537765739,q138,,73.0290,,,BAA3/BBB- (MOODY/SP)
"$5,000K",253849757,4.614%,Pipelines,BOND,Pipelines,R,"Dec 01, 2026","Nov 07, 2016",99.304,BPL,4.868%,4.601%,1761261291733,q139,Buckeye Partners LP,0.000,253849757,q139,0.0,99.029,"$5,000K",99.296,BA3/BB (MOODY/SP)
"$5,000K",341895048,3.999%,Chemicals,BOND,Chemicals-Diversified,R,"Nov 15, 2028","Nov 28, 2018",101.5480,DD,4.393%,4.137%,1761261291733,q140,DuPont de Nemours Inc,0.0000,341895048,q140,0.0,100.8680,"$5,000K",101.9090,BAA1/BBB+ (MOODY/SP)
"$5,000K",392541621,1.464%,Mining,BOND,Metal-Aluminum,R,"Mar 01, 2028","Nov 26, 2019",99.1540,KALU,5.188%,,1761261291733,q141,Kaiser Aluminum Corp,0.0000,392541621,q141,0.0,98.7670,"$5,000K",100.0700,B2/BB- (MOODY/SP)
"$5,000K",119935641,6.529%,Auto Manufacturers,BOND,Auto-Cars/Light Trucks,R,"Jan 15, 2043","Jan 08, 2013",81.6450,F,6.611%,6.541%,1761261291223,q142,Ford Motor Co,0.0000,119935641,q142,0.0,81.0310,"$5,000K",81.7610,BA1/BBB- (MOODY/SP)
"$5,000K",464660161,7.062%,Oil&Gas,BOND,Oil Comp-Explor&Prodtn,R,"Feb 01, 2031","Jan 22, 2021",C94.1550,HILCRP,7.344%,,1761261326543,q143,Hilcorp Energy I LP/Hilcorp Finance Co,,464660161,q143,,94.2070,"$5,000K",95.3850,BA2/BB+ (MOODY/SP)
"$5,000K",137312251,5.456%,Retail,BOND,Retail-Restaurants,R,"Nov 01, 2043","Oct 31, 2013",98.4460,YUM,5.568%,5.487%,1761261327044,q144,Yum! Brands Inc,0.0000,137312251,q144,0.0,97.5430,"$5,000K",98.7970,BA3/BB (MOODY/SP)
"$5,000K",103744264,5.177%,Electric,BOND,Electric-Integrated,R,"Mar 15, 2042","Mar 06, 2012",89.8000,SO,5.256%,5.234%,1761261291733,q145,Georgia Power Co,0.0000,103744264,q145,0.0,89.5860,"$5,000K",90.3900,A3/A (MOODY/SP)
"$5,000K",29366562,4.272%,Telecommunications,BOND,Telephone-Integrated,R,"May 15, 2027","May 15, 1998",103.100,FYBR,5.578%,4.662%,1761261291223,q146,Verizon California Inc,0.000,29366562,q146,0.0,101.713,"$5,000K",103.675,BAA2/D (MOODY/SP)
$250K,501981459,6.546%,Transportation,BOND,Transport-Marine,Z,"Aug 01, 2029","Jul 14, 2021",C96.3220,SSW,6.779%,,1761261291733,q147,Seaspan Corp,,501981459,q147,,95.7500,$250K,96.5000,BB- (SP)
$500K,496367140,5.224%,REITS,BOND,REITS-Mortgage,Z,"Jun 15, 2029","Jun 23, 2021",C98.2160,LADR,5.363%,,1761261291733,q148,Ladder Capital Finance Holdings LLC/Ladder Capital Finance Corp,,496367140,q148,,97.9880,$250K,98.4400,BAA3/BB (MOODY/SP)
"$5,000K",29366446,4.604%,Auto Manufacturers,BOND,Auto-Cars/Light Trucks,R,"Feb 01, 2029","Feb 09, 1999",104.7800,F,5.211%,4.775%,1761261291223,q149,Ford Motor Co,0.0000,29366446,q149,0.0,103.4410,"$5,000K",105.2960,BA1/BBB- (MOODY/SP)
,610940710,,Oil&Gas,BOND,Oil Comp-Explor&Prodtn,Z,"Feb 15, 2028","Feb 01, 2023",C103.9060,CRGYFN,,,1761261291733,q150,Independence Energy Finance LLC,,610940710,q150,,,,,B1/BB- (MOODY/SP)
"$5,000K",446104770,4.943%,Chemicals,BOND,Chemicals-Specialty,R,"Oct 15, 2027","Sep 22, 2020",100.1290,MXCN,5.095%,5.032%,1761261291733,q151,Methanex Corp,0.0000,446104770,q151,0.0,100.0400,"$5,000K",100.2530,BA2/BB (MOODY/SP)
"$5,000K",29710363,6.020%,Insurance,BOND,Multi-line Insurance,R,"Jun 15, 2034","Jun 15, 2004",102.5000,GNW,6.346%,6.122%,1761261326543,q152,Genworth Holdings Inc,0.0000,29710363,q152,0.0,101.0050,"$5,000K",103.1830,BAA3/BB- (MOODY/SP)
"$5,000K",132919140,14.034%,Retail,BOND,Retail-Mail Order,R,"Mar 15, 2043","Aug 23, 2013",46.9614,QVCN,14.709%,14.276%,1761261291223,q153,QVC Inc,0.0000,132919140,q153,0.0,45.4830,"$5,000K",47.8290,CAA3/CCC (MOODY/SP)
"$5,000K",222839843,5.288%,Auto Manufacturers,BOND,Auto-Cars/Light Trucks,R,"Apr 01, 2036","Feb 23, 2016",111.4250,GM,5.348%,5.118%,1761261291223,q154,General Motors Co,0.0000,222839843,q154,0.0,109.5460,"$5,000K",110.0240,BAA2/BBB (MOODY/SP)
$150K,82901901,3.918%,Aerospace/Defense,BOND,Aerospace/Defense-Equip,Z,"Jan 15, 2029","Jan 20, 2011",101.785,GE,4.228%,4.398%,1761261291734,q155,General Electric Co,0.000,82901901,q155,0.0,102.298,$7K,103.242,A3/A- (MOODY/SP)
"$5,000K",528168296,4.987%,Commercial Services,BOND,Whsing&Harbor Trans Serv,R,"Nov 24, 2031","Nov 24, 2021",C104.2260,PONEIV,5.243%,,1761261290712,q156,Port of Newcastle Investments Financing Pty Ltd,,528168296,q156,,103.2620,"$5,000K",104.5710,WR/BBB (MOODY/SP)
$500K,113919112,3.932%,Aerospace/Defense,BOND,Aerospace/Defense-Equip,Z,"Sep 15, 2029","Sep 27, 2012",C97.968,GE,4.041%,,1761261291734,q157,General Electric Co,,113919112,q157,,98.068,$10K,98.453,A3/A- (MOODY/SP)
,507835249,,Pipelines,BOND,Pipelines,Z,"Sep 01, 2031","Aug 18, 2021",97.5690,TEP,,,1761261291734,q158,Tallgrass Energy Partners LP / Tallgrass Energy Finance Corp,0.0000,507835249,q158,0.0,,,,B1/B+ (MOODY/SP)
$250K,298678233,5.503%,Diversified Finan Serv,BOND,Finance-Mtge Loan/Banker,Z,"Jan 15, 2028","Dec 08, 2017",C99.900,RKT,6.485%,,1761261291734,q159,Quicken Loans Inc,,298678233,q159,,97.500,$250K,99.500,BA1/BB (MOODY/SP)
,378453456,,Computers,BOND,Computers-Integrated Sys,Z,"Sep 01, 2029","Aug 21, 2019",C102.700,VYX,,,1761261294742,q160,NCR Voyix Corp,,378453456,q160,,,,,WR/B+ (MOODY/SP)
"$5,000K",163519173,6.666%,Media,BOND,Multimedia,R,"Aug 15, 2044","Aug 19, 2014",80.1850,PARA,6.918%,6.779%,1761261291224,q161,Paramount Global,0.0000,163519173,q161,0.0,78.9400,"$5,000K",81.2190,BAA3/BB+ (MOODY/SP)
"$5,000K",303269166,4.618%,Diversified Finan Serv,BOND,Finance-Invest Bnkr/Brkr,R,"Jan 23, 2030","Jan 23, 2018",97.7950,JEF,4.860%,4.728%,1761261291733,q162,Jefferies Financial Group Inc,0.0000,303269166,q162,0.0,97.3050,"$5,000K",98.2110,BAA2/BBB (MOODY/SP)
"$5,000K",453534825,6.346%,Oil&Gas,BOND,Oil Refining&Marketing,R,"Feb 15, 2028","Nov 24, 2020",99.0112,PBFENE,6.587%,6.464%,1761261329046,q163,PBF Holding Co LLC / PBF Finance Corp,0.0000,453534825,q163,0.0,98.7540,"$5,000K",99.2600,B1/BB (MOODY/SP)
"$5,000K",328885116,4.180%,Pipelines,BOND,Pipelines,R,"Aug 15, 2028","Aug 09, 2018",101.1370,WES,4.356%,4.276%,1761261291224,q164,Western Gas Partners LP,0.0000,328885116,q164,0.0,100.9400,"$5,000K",101.3650,BAA3/BBB- (MOODY/SP)
"$5,000K",358065651,3.902%,Pharmaceuticals,BOND,Medical-Drugs,R,"Jun 01, 2029","Mar 25, 2019",98.2087,GSK,3.948%,3.912%,1761261291733,q165,GLAXOSMITHKLINE CAP PLC,0.0000,358065651,q165,0.0,98.0950,"$5,000K",98.2450,A2/A (MOODY/SP)
"$5,000K",127798255,5.246%,Insurance,BOND,Insurance Brokers,R,"Dec 12, 2042","May 13, 2013",C86.3990,AON,5.682%,,1761261291733,q166,Aon PLC,,127798255,q166,,84.4450,"$5,000K",88.8350,BAA2/A- (MOODY/SP)
"$5,000K",782171965,4.479%,Auto Manufacturers,BOND,Auto-Cars/Light Trucks,R,"Apr 15, 2030","May 07, 2025",105.2000,GM,4.506%,4.313%,1761261291224,q167,General Motors Co,0.0000,782171965,q167,0.0,104.4080,"$5,000K",104.5170,BAA2/BBB (MOODY/SP)
"$5,000K",642350972,3.878%,Banks,BOND,Commer Banks Non-US,R,"Aug 01, 2028","Jul 20, 2023",103.2545,RY,3.929%,3.946%,1761261291224,q168,Royal Bank of Canada,0.0000,642350972,q168,0.0,103.2880,"$5,000K",103.4250,A1/A (MOODY/SP)
$50K,423646132,5.069%,Chemicals,BOND,Chemicals-Diversified,Z,"May 15, 2050","May 29, 2020",C80.618,DOW,5.293%,,1761261291733,q169,Dow Chemical Co/The,,423646132,q169,,85.071,$2K,87.863,BAA2/BBB (MOODY/SP)
,343623870,,Packaging&Containers,BOND,Containers-Paper/Plastic,Z,"Mar 15, 2026","Dec 03, 2018",C102.979,SW,,,1761261294742,q170,WestRock Co,,343623870,q170,,,,,WR/BBB (MOODY/SP)
$450K,621899424,6.501%,,BOND,,Z,"Mar 28, 2054","Mar 28, 2023",103.6870,PA,6.625%,,1761261291733,q171,Panama Government International Bond,-0.0080,621899424,q171,-0.01,102.8770,$625K,104.4970,BAA3/BBB- (MOODY/SP)
"$5,000K",268741630,5.227%,Auto Parts&Equipment,BOND,Rubber-Tires,R,"Mar 15, 2027","Mar 07, 2017",99.3440,GT,5.425%,5.366%,1761261291224,q172,Goodyear Tire & Rubber Co/The,0.0000,268741630,q172,0.0,99.2700,"$5,000K",99.5300,B2/B+ (MOODY/SP)
"$5,000K",358164297,4.106%,Building Materials,BOND,Bldg Prod-Air&Heating,R,"Mar 21, 2026","Mar 21, 2019",99.6300,TT,4.515%,4.408%,1761261326543,q173,Trane Technologies Financing L,0.0000,358164297,q173,0.0,99.5950,"$5,000K",99.7560,A3/BBB+ (MOODY/SP)
"$5,000K",417986420,5.259%,Auto Manufacturers,BOND,Auto-Cars/Light Trucks,R,"Apr 22, 2030","Apr 22, 2020",116.4680,F,5.354%,5.250%,1761261290712,q174,Ford Motor Co,0.0000,417986420,q174,0.0,116.0090,"$5,000K",116.3980,BA1/BBB- (MOODY/SP)
"$5,000K",308413704,4.081%,Pipelines,BOND,Pipelines,R,"Mar 01, 2028","Mar 02, 2018",C100.3600,WES,4.354%,,1761261291733,q175,Western Gas Partners LP,,308413704,q175,,100.2890,"$5,000K",100.8330,BAA3/BBB- (MOODY/SP)
"$5,000K",584713211,6.604%,Housewares,BOND,Housewares,R,"Sep 15, 2029","Sep 14, 2022",99.8334,NWL,6.700%,6.671%,1761261329046,q176,Newell Brands Inc,0.0000,584713211,q176,0.0,99.7380,"$5,000K",100.0600,B1/B+ (MOODY/SP)
"$5,000K",382608022,5.317%,Chemicals,BOND,Chemicals-Specialty,R,"Dec 15, 2029","Sep 12, 2019",99.6610,MXCN,5.379%,5.340%,1761261329046,q177,Methanex Corp,0.0000,382608022,q177,0.0,99.5190,"$5,000K",99.7490,BA2/BB (MOODY/SP)
"$5,000K",80819891,6.213%,Media,BOND,Cable/Satellite TV,R,"Nov 15, 2040","Nov 15, 2010",95.6770,CHTR,6.401%,6.324%,1761261290712,q178,Time Warner Cable LLC,0.0000,80819891,q178,0.0,94.9630,"$5,000K",96.7210,BA1/BBB- (MOODY/SP)
"$5,000K",367233110,5.684%,Media,BOND,Broadcast Serv/Program,R,"May 15, 2029","May 21, 2019",93.9090,WBD,7.231%,6.052%,1761261290712,q179,Discovery Communications LLC,0.0000,367233110,q179,0.0,90.4240,"$5,000K",95.0490,BA3/BB (MOODY/SP)
$500K,316769902,4.440%,Auto Manufacturers,BOND,Auto-Cars/Light Trucks,Z,"May 20, 2028","May 10, 2018",99.800,F,5.293%,4.882%,1761261291734,q180,Ford Motor Credit Co LLC,0.000,316769902,q180,0.0,98.825,$5K,100.198,BA1/BBB- (MOODY/SP)
"$5,000K",508347596,4.287%,Mining,BOND,Gold Mining,R,"Sep 01, 2029","Aug 26, 2021",100.1000,ELDCN,6.541%,,1761261291224,q181,Eldorado Gold Corp,0.0000,508347596,q181,0.0,99.0150,"$5,000K",101.6040,B3/BB- (MOODY/SP)
"$5,000K",399700889,4.469%,Oil&Gas,BOND,Oil Comp-Explor&Prodtn,R,"Feb 01, 2030","Jan 21, 2020",108.8790,EQT,4.580%,4.557%,1761261291224,q182,EQT Corp,0.0000,399700889,q182,0.0,108.7730,"$5,000K",109.2000,BAA3/BBB- (MOODY/SP)
$200K,64944485,7.061%,Diversified Finan Serv,BOND,Finance-Consumer Loans,Z,"Dec 15, 2029","Nov 12, 2004",C93.503,NAVI,7.952%,,1761261291734,q183,Navient Corp,,64944485,q183,,92.000,$40K,95.000,BA3/BB- (MOODY/SP)
"$5,000K",106909537,13.154%,Media,BOND,Cable/Satellite TV,R,"Mar 15, 2042","May 09, 2012",43.800,DTV,14.551%,13.956%,1761261291734,q184,DirecTV Holdings LLC / DirecTV Financing Co Inc,0.000,106909537,q184,0.0,41.847,"$5,000K",46.685,WR/NR (MOODY/SP)
"$5,000K",329277352,4.202%,Gas,BOND,Gas-Distribution,R,"Sep 01, 2028","Aug 17, 2018",C101.2029,NFG,4.425%,,1761261291734,q185,National Fuel Gas Co,,329277352,q185,,100.7880,"$5,000K",101.3330,BAA3/BBB- (MOODY/SP)
,221198410,,Telecommunications,BOND,Telephone-Integrated,Z,"Feb 17, 2026","Feb 09, 2016",C102.368,T,,,1761261294238,q186,AT&T Inc,,221198410,q186,,,,,WR/NR (MOODY/SP)
"$5,000K",507751307,0.000%,Energy-Alternate Sources,BOND,Energy-Alternate Sources,R,"Sep 01, 2026","Aug 17, 2021",1.0000,NOVA,0.000%,,1761261291734,q187,Sunnova Energy Corp,0.0000,507751307,q187,0.0,0.0010,"$5,000K",2.1180,WR/NR (MOODY/SP)
"$5,000K",498702210,5.251%,REITS,BOND,REITS-Mortgage,R,"Jun 15, 2029","Jun 29, 2021",C96.0810,ARI,6.415%,,1761261291734,q188,Apollo Commercial Real Estate Finance Inc,,498702210,q188,,94.2720,"$5,000K",97.9490,BA3/B+ (MOODY/SP)
"$5,000K",419501320,6.214%,Oil&Gas,BOND,Oil Comp-Integrated,R,"Apr 29, 2030","Apr 29, 2020",100.7600,ECOPET,6.345%,6.670%,1761261291224,q189,Ecopetrol SA,0.0000,419501320,q189,0.0,101.9590,"$5,000K",102.4480,BA1/BB (MOODY/SP)
"$5,000K",292239876,5.019%,Commercial Services,BOND,Private Corrections,R,"Oct 15, 2027","Oct 13, 2017",100.2500,CXW,5.185%,4.601%,1761261326543,q190,CoreCivic Inc,0.0000,292239876,q190,0.0,99.1950,"$5,000K",99.5000,BA2/BB (MOODY/SP)
"$5,000K",550181916,3.241%,Iron/Steel,BOND,Steel-Producers,R,"Mar 15, 2030","Mar 16, 2022",103.1500,CRS,4.896%,4.279%,1761261291734,q191,Carpenter Technology Corp,0.0000,550181916,q191,0.0,102.8820,"$5,000K",103.5320,BA3/BB+ (MOODY/SP)
$100K,390919468,4.422%,Auto Manufacturers,BOND,Auto-Cars/Light Trucks,Z,"Nov 20, 2029","Nov 15, 2019",C99.500,F,5.486%,,1761261291734,q192,Ford Motor Credit Co LLC,,390919468,q192,,98.064,$10K,100.292,BA1/BBB- (MOODY/SP)
$250K,29158162,5.004%,Mining,BOND,Metal-Copper,Z,"Mar 15, 2034","Mar 04, 2004",108.3750,FCX,5.119%,4.895%,1761261291734,q193,Freeport Minerals Corp,0.0000,29158162,q193,0.0,106.7930,$250K,107.6050,BAA1/BBB- (MOODY/SP)
"$5,000K",635707225,0.000%,Banks,BOND,Super-Regional Banks-US,R,"Jun 12, 2029","Jun 12, 2023",103.6500,PNC,0.000%,,1761261291224,q194,PNC Financial Services Group Inc/The,0.0000,635707225,q194,0.0,103.7120,"$5,000K",103.7930,A3/A- (MOODY/SP)
"$5,000K",420347112,4.295%,Aerospace/Defense,BOND,Aerospace/Defense,R,"May 01, 2030","May 04, 2020",103.2410,BA,4.335%,4.312%,1761261291224,q195,Boeing Co/The,0.0000,420347112,q195,0.0,103.1440,"$5,000K",103.3040,BAA3/BBB- (MOODY/SP)
"$5,000K",457156652,7.374%,Telecommunications,BOND,Telephone-Integrated,R,"Jan 15, 2029","Nov 27, 2020",C91.2730,LUMN,7.814%,,1761261291224,q196,Lumen Technologies Inc,,457156652,q196,,90.7210,"$5,000K",91.8920,CAA2/CCC (MOODY/SP)
