ClientAccountID,AccountAlias,Model,CurrencyPrimary,FXRateToBase,AssetClass,Fee Type,ExpenseIndicator,Revenue,Expense,Net,RevenueInBase,ExpenseInBase,NetInBase,Date,Description,TradeID,LevelOfDetail,ExecID,SettleDate,Buy/Sell,Quantity,TradePrice,Proceeds,Exchange,Symbol,UnderlyingSymbol,Multiplier,Expiration,Strike,Put/Call,SecurityID,UnderlyingSecurityID,file_name
U2715494,U2715494 LOGICOM INVESTMENTS S.A.,,USD,1,,Commissions,Default,5,-5,0,5,-5,0,09/06/2024;12:55:29,Commission,6655838161,DETAIL,,,,,,,,,,,,,,,,732383
U2715494,U2715494 LOGICOM INVESTMENTS S.A.,,USD,1,,Commissions,Default,5,-5,0,5,-5,0,09/06/2024;12:56:04,Commission,6655843021,DETAIL,,,,,,,,,,,,,,,,732383
U2715494,U2715494 LOGICOM INVESTMENTS S.A.,,USD,1,,Commissions,Default,21.05,-21.05,0,21.05,-21.05,0,09/10/2024;12:08:43,Commission,6664551693,DETAIL,,,,,,,,,,,,,,,,732383
U2715494,U2715494 LOGICOM INVESTMENTS S.A.,,USD,1,,Commissions,Default,16.05,-16.05,0,16.05,-16.05,0,09/10/2024;12:11:22,Commission,6664573607,DETAIL,,,,,,,,,,,,,,,,732383
U2715494,U2715494 LOGICOM INVESTMENTS S.A.,,USD,1,,Commissions,Default,13.05,-13.05,0,13.05,-13.05,0,09/10/2024;12:48:02,Commission,6664817818,DETAIL,,,,,,,,,,,,,,,,732383
U2715494,U2715494 LOGICOM INVESTMENTS S.A.,,USD,1,,Commissions,Default,12.3,-12.3,0,12.3,-12.3,0,09/10/2024;13:07:24,Commission,6664905161,DETAIL,,,,,,,,,,,,,,,,732383
U2715494,U2715494 LOGICOM INVESTMENTS S.A.,,USD,1,,Commissions,Default,5,-5,0,5,-5,0,09/11/2024;08:49:15,Commission,6666633697,DETAIL,,,,,,,,,,,,,,,,732383
U2715494,U2715494 LOGICOM INVESTMENTS S.A.,,USD,1,,Commissions,Default,15,-15,0,15,-15,0,09/11/2024;13:44:26,Commission,6669504542,DETAIL,,,,,,,,,,,,,,,,732383
U2715494,U2715494 LOGICOM INVESTMENTS S.A.,,USD,1,,Commissions,Default,15,-15,0,15,-15,0,09/11/2024;13:44:47,Commission,6669507653,DETAIL,,,,,,,,,,,,,,,,732383
U2715494,U2715494 LOGICOM INVESTMENTS S.A.,,USD,1,,Commissions,Default,15,-15,0,15,-15,0,09/11/2024;14:03:24,Commission,6669660999,DETAIL,,,,,,,,,,,,,,,,732383
U2764271,U2764271 Fernando Alvarado,,USD,,,Commissions,Default,23,-23,0,23,-23,0,,,,SUMMARY,,,,,,,,,,,,,,,,732383
U2764271,U2764271 Fernando Alvarado,,USD,1,,Commissions,Default,10,-10,0,10,-10,0,09/05/2024;12:26:59,Commission,6649939620,DETAIL,,,,,,,,,,,,,,,,732383
U2764271,U2764271 Fernando Alvarado,,USD,1,,Commissions,Default,5,-5,0,5,-5,0,09/05/2024;12:27:35,Commission,6649943226,DETAIL,,,,,,,,,,,,,,,,732383
U2764271,U2764271 Fernando Alvarado,,USD,1,,Commissions,Default,8,-8,0,8,-8,0,09/05/2024;12:28:14,Commission,6649951333,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,U2877774 Marco Munoz and ANA S ALFARO,,USD,,,Commissions,Default,51.560120193,-48.84909544,2.711024753,51.560120193,-48.84909544,2.711024753,,,,SUMMARY,,,,,,,,,,,,,,,,732383
U2877774,U2877774 Marco Munoz and ANA S ALFARO,,USD,1,,Commissions,Default,2.262863405,-2.262863405,0,2.262863405,-2.262863405,0,09/03/2024;09:31:00,Commission,6637080931,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,U2877774 Marco Munoz and ANA S ALFARO,,USD,1,,Commissions,Default,1,-1,0,1,-1,0,09/04/2024;10:30:34,Commission,6643832722,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,U2877774 Marco Munoz and ANA S ALFARO,,USD,1,,Commissions,Default,0.19329337,-0.15924192,0.03405145,0.19329337,-0.15924192,0.03405145,09/05/2024;09:30:07,Commission,6647790431,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,U2877774 Marco Munoz and ANA S ALFARO,,USD,1,,Commissions,Default,0.96646685,-0.7962096,0.17025725,0.96646685,-0.7962096,0.17025725,09/05/2024;09:30:07,Commission,6647788848,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,U2877774 Marco Munoz and ANA S ALFARO,,USD,1,,Commissions,Default,0.96646685,-0.7962096,0.17025725,0.96646685,-0.7962096,0.17025725,09/05/2024;09:30:07,Commission,6647788962,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,U2877774 Marco Munoz and ANA S ALFARO,,USD,1,,Commissions,Default,1.5924192,-1.5924192,0,1.5924192,-1.5924192,0,09/05/2024;09:30:07,Commission,6647755494,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,U2877774 Marco Munoz and ANA S ALFARO,,USD,1,,Commissions,Default,0.3981048,-0.3981048,0,0.3981048,-0.3981048,0,09/05/2024;09:30:07,Commission,6647785566,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,U2877774 Marco Munoz and ANA S ALFARO,,USD,1,,Commissions,Default,3.831904587,-3.1848384,0.647066187,3.831904587,-3.1848384,0.647066187,09/05/2024;09:30:07,Commission,6647786285,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,U2877774 Marco Munoz and ANA S ALFARO,,USD,1,,Commissions,Default,0.289940055,-0.23886288,0.051077175,0.289940055,-0.23886288,0.051077175,09/05/2024;09:30:07,Commission,6647787388,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,U2877774 Marco Munoz and ANA S ALFARO,,USD,1,,Commissions,Default,0.007962096,-0.007962096,0,0.007962096,-0.007962096,0,09/05/2024;09:30:07,Commission,6647724467,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,U2877774 Marco Munoz and ANA S ALFARO,,USD,1,,Commissions,Default,0.023886288,-0.023886288,0,0.023886288,-0.023886288,0,09/05/2024;09:30:07,Commission,6647726132,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,U2877774 Marco Munoz and ANA S ALFARO,,USD,1,,Commissions,Default,0.7962096,-0.7962096,0,0.7962096,-0.7962096,0,09/05/2024;09:30:07,Commission,6647726185,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,U2877774 Marco Munoz and ANA S ALFARO,,USD,1,,Commissions,Default,0.764361216,-0.764361216,0,0.764361216,-0.764361216,0,09/05/2024;09:30:07,Commission,6647726359,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,U2877774 Marco Munoz and ANA S ALFARO,,USD,1,,Commissions,Default,2.38863714,-2.38863714,0,2.38863714,-2.38863714,0,09/05/2024;09:30:07,Commission,6647739411,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,U2877774 Marco Munoz and ANA S ALFARO,,USD,1,,Commissions,Default,1.10319095,-1.0924192,0.01077175,1.10319095,-1.0924192,0.01077175,09/05/2024;09:30:07,Commission,6647698654,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,U2877774 Marco Munoz and ANA S ALFARO,,USD,1,,Commissions,Default,0.98449581,-0.99526756,-0.01077175,0.98449581,-0.99526756,-0.01077175,09/05/2024;09:30:07,Commission,6647715958,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,U2877774 Marco Munoz and ANA S ALFARO,,USD,1,,Commissions,Default,1.59243032,-1.59243032,0,1.59243032,-1.59243032,0,09/05/2024;09:30:07,Commission,6647718304,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,U2877774 Marco Munoz and ANA S ALFARO,,USD,1,,Commissions,Default,1.296213214,-1.296213214,0,1.296213214,-1.296213214,0,09/05/2024;09:30:07,Commission,6647698623,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,U2877774 Marco Munoz and ANA S ALFARO,,USD,1,,Commissions,Default,10.195875,-10.195875,0,10.195875,-10.195875,0,09/06/2024;10:55:46,Commission,6654478541,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,U2877774 Marco Munoz and ANA S ALFARO,,USD,1,,Commissions,Default,1.007176,-1.007176,0,1.007176,-1.007176,0,09/10/2024;13:30:01,Commission,6665028402,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,U2877774 Marco Munoz and ANA S ALFARO,,USD,1,,Commissions,Default,1.004836,-1.004836,0,1.004836,-1.004836,0,09/11/2024;13:06:39,Commission,6669256055,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,U2877774 Marco Munoz and ANA S ALFARO,,USD,1,,Commissions,Default,0.251514485,-0.004836,0.246678485,0.251514485,-0.004836,0.246678485,09/11/2024;13:06:40,Commission,6669255918,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,U2877774 Marco Munoz and ANA S ALFARO,,USD,1,,Commissions,Default,1.569795451,-1.569795451,0,1.569795451,-1.569795451,0,09/12/2024;09:30:01,Commission,6671686662,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,U2877774 Marco Munoz and ANA S ALFARO,,USD,1,,Commissions,Default,1.678285007,-1.438005212,0.240279795,1.678285007,-1.438005212,0.240279795,09/12/2024;09:30:03,Commission,6671674499,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,U2877774 Marco Munoz and ANA S ALFARO,,USD,1,,Commissions,Default,1.3008286,-1.3008286,0,1.3008286,-1.3008286,0,09/12/2024;09:30:03,Commission,6671673131,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,U2877774 Marco Munoz and ANA S ALFARO,,USD,1,,Commissions,Default,2.162216847,-2.402496642,-0.240279795,2.162216847,-2.402496642,-0.240279795,09/12/2024;09:30:03,Commission,6671676081,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,U2877774 Marco Munoz and ANA S ALFARO,,USD,1,,Commissions,Default,0.8008286,-0.8008286,0,0.8008286,-0.8008286,0,09/12/2024;09:30:03,Commission,6671676154,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,U2877774 Marco Munoz and ANA S ALFARO,,USD,1,,Commissions,Default,1.601685,-1.601685,0,1.601685,-1.601685,0,09/12/2024;09:30:03,Commission,6671678476,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,U2877774 Marco Munoz and ANA S ALFARO,,USD,1,,Commissions,Default,0.68072794,-0.68072794,0,0.68072794,-0.68072794,0,09/12/2024;09:30:03,Commission,6671745103,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,U2877774 Marco Munoz and ANA S ALFARO,,USD,1,,Commissions,Default,0.208215436,-0.208215436,0,0.208215436,-0.208215436,0,09/12/2024;09:30:03,Commission,6671745372,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,U2877774 Marco Munoz and ANA S ALFARO,,USD,1,,Commissions,Default,1.113256588,-1.04111332,0.072143268,1.113256588,-1.04111332,0.072143268,09/12/2024;09:30:03,Commission,6671745735,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,U2877774 Marco Munoz and ANA S ALFARO,,USD,1,,Commissions,Default,0.97108585,-0.8008286,0.17025725,0.97108585,-0.8008286,0.17025725,09/12/2024;09:30:03,Commission,6671746480,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,U2877774 Marco Munoz and ANA S ALFARO,,USD,1,,Commissions,Default,0.728335238,-0.6006423,0.127692938,0.728335238,-0.6006423,0.127692938,09/12/2024;09:30:03,Commission,6671747320,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,U2877774 Marco Munoz and ANA S ALFARO,,USD,1,,Commissions,Default,0.97109975,-0.8008425,0.17025725,0.97109975,-0.8008425,0.17025725,09/12/2024;09:30:03,Commission,6671747742,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,U2877774 Marco Munoz and ANA S ALFARO,,USD,1,,Commissions,Default,1.728532813,-1.425474908,0.303057905,1.728532813,-1.425474908,0.303057905,09/12/2024;09:30:03,Commission,6671747947,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,U2877774 Marco Munoz and ANA S ALFARO,,USD,1,,Commissions,Default,2.91334095,-2.4025692,0.51077175,2.91334095,-2.4025692,0.51077175,09/12/2024;09:30:03,Commission,6671748277,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,U2877774 Marco Munoz and ANA S ALFARO,,USD,1,,Commissions,Default,0.213638887,-0.176182292,0.037456595,0.213638887,-0.176182292,0.037456595,09/12/2024;09:30:03,Commission,6671750802,DETAIL,,,,,,,,,,,,,,,,732383
U2896919,U2896919 CORPORACION TIERRARENOSA Sociedad Anonima,,USD,,,Commissions,Default,82.5,-82.5,0,82.5,-82.5,0,,,,SUMMARY,,,,,,,,,,,,,,,,732383
U2896919,U2896919 CORPORACION TIERRARENOSA Sociedad Anonima,,USD,1,,Commissions,Default,10,-10,0,10,-10,0,09/03/2024;13:27:23,Commission,6640307939,DETAIL,,,,,,,,,,,,,,,,732383
U2896919,U2896919 CORPORACION TIERRARENOSA Sociedad Anonima,,USD,1,,Commissions,Default,5,-5,0,5,-5,0,09/03/2024;13:27:52,Commission,6640307978,DETAIL,,,,,,,,,,,,,,,,732383
U2896919,U2896919 CORPORACION TIERRARENOSA Sociedad Anonima,,USD,1,,Commissions,Default,5,-5,0,5,-5,0,09/03/2024;13:27:56,Commission,6640307988,DETAIL,,,,,,,,,,,,,,,,732383
U2896919,U2896919 CORPORACION TIERRARENOSA Sociedad Anonima,,USD,1,,Commissions,Default,2,-2,0,2,-2,0,09/04/2024;10:59:49,Commission,6644181349,DETAIL,,,,,,,,,,,,,,,,732383
U2896919,U2896919 CORPORACION TIERRARENOSA Sociedad Anonima,,USD,1,,Commissions,Default,13.75,-13.75,0,13.75,-13.75,0,09/04/2024;11:07:31,Commission,6644275337,DETAIL,,,,,,,,,,,,,,,,732383
U2896919,U2896919 CORPORACION TIERRARENOSA Sociedad Anonima,,USD,1,,Commissions,Default,13.75,-13.75,0,13.75,-13.75,0,09/04/2024;11:09:46,Commission,6644303605,DETAIL,,,,,,,,,,,,,,,,732383
U2896919,U2896919 CORPORACION TIERRARENOSA Sociedad Anonima,,USD,1,,Commissions,Default,13.75,-13.75,0,13.75,-13.75,0,09/04/2024;11:11:20,Commission,6644320169,DETAIL,,,,,,,,,,,,,,,,732383
U2896919,U2896919 CORPORACION TIERRARENOSA Sociedad Anonima,,USD,1,,Commissions,Default,8.5,-8.5,0,8.5,-8.5,0,09/04/2024;12:28:41,Commission,6644888923,DETAIL,,,,,,,,,,,,,,,,732383
U2896919,U2896919 CORPORACION TIERRARENOSA Sociedad Anonima,,USD,1,,Commissions,Default,10.75,-10.75,0,10.75,-10.75,0,09/06/2024;11:57:26,Commission,6655244790,DETAIL,,,,,,,,,,,,,,,,732383
U3036531,U3036531 Fabian Villalobos,,USD,,,Commissions,Default,17.05,-17.05,0,17.05,-17.05,0,,,,SUMMARY,,,,,,,,,,,,,,,,732383
U3036531,U3036531 Fabian Villalobos,,USD,1,,Commissions,Default,9.05,-9.05,0,9.05,-9.05,0,09/12/2024;12:51:51,Commission,6674044804,DETAIL,,,,,,,,,,,,,,,,732383
U3036531,U3036531 Fabian Villalobos,,USD,1,,Commissions,Default,8,-8,0,8,-8,0,09/12/2024;13:54:32,Commission,6674477697,DETAIL,,,,,,,,,,,,,,,,732383
U3054875,U3054875 Nicole Joseph,,USD,,,Commissions,Default,70.65,-70.65,0,70.65,-70.65,0,,,,SUMMARY,,,,,,,,,,,,,,,,732383
U3054875,U3054875 Nicole Joseph,,USD,1,,Commissions,Default,12.3,-12.3,0,12.3,-12.3,0,09/04/2024;12:27:50,Commission,6644879738,DETAIL,,,,,,,,,,,,,,,,732383
U3054875,U3054875 Nicole Joseph,,USD,1,,Commissions,Default,12.5,-12.5,0,12.5,-12.5,0,09/06/2024;11:27:38,Commission,6654932357,DETAIL,,,,,,,,,,,,,,,,732383
U3054875,U3054875 Nicole Joseph,,USD,1,,Commissions,Default,12.3,-12.3,0,12.3,-12.3,0,09/06/2024;12:21:29,Commission,6655471767,DETAIL,,,,,,,,,,,,,,,,732383
U3054875,U3054875 Nicole Joseph,,USD,1,,Commissions,Default,10,-10,0,10,-10,0,09/06/2024;12:27:33,Commission,6655547365,DETAIL,,,,,,,,,,,,,,,,732383
U3054875,U3054875 Nicole Joseph,,USD,1,,Commissions,Default,12.3,-12.3,0,12.3,-12.3,0,09/06/2024;12:29:36,Commission,6655565718,DETAIL,,,,,,,,,,,,,,,,732383
U3054875,U3054875 Nicole Joseph,,USD,1,,Commissions,Default,11.25,-11.25,0,11.25,-11.25,0,09/06/2024;12:36:48,Commission,6655673059,DETAIL,,,,,,,,,,,,,,,,732383
U3079071,U3079071 Alter Castro,,USD,,,Commissions,Default,50,-3.333333334,46.666666666,50,-3.333333334,46.666666666,,,,SUMMARY,,,,,,,,,,,,,,,,732383
U3079071,U3079071 Alter Castro,,USD,1,,Commissions,Default,25,-1.666666667,23.333333333,25,-1.666666667,23.333333333,09/09/2024;12:41:32,Commission,6660720145,DETAIL,,,,,,,,,,,,,,,,732383
U3079071,U3079071 Alter Castro,,USD,1,,Commissions,Default,25,-1.666666667,23.333333333,25,-1.666666667,23.333333333,09/12/2024;13:35:21,Commission,6674332036,DETAIL,,,,,,,,,,,,,,,,732383
U3207438,U3207438 Helmut Dorsam,,USD,,,Commissions,Default,31.55,-31.55,0,31.55,-31.55,0,,,,SUMMARY,,,,,,,,,,,,,,,,732383
U3207438,U3207438 Helmut Dorsam,,USD,1,,Commissions,Default,21.05,-21.05,0,21.05,-21.05,0,09/09/2024;14:08:06,Commission,6661214850,DETAIL,,,,,,,,,,,,,,,,732383
U3207438,U3207438 Helmut Dorsam,,USD,1,,Commissions,Default,10.5,-10.5,0,10.5,-10.5,0,09/10/2024;12:43:21,Commission,6664796680,DETAIL,,,,,,,,,,,,,,,,732383
U3208864,U3208864 Jose R Pacheco,,USD,,,Commissions,Default,26,-1.733333333,24.266666667,26,-1.733333333,24.266666667,,,,SUMMARY,,,,,,,,,,,,,,,,732383
U3208864,U3208864 Jose R Pacheco,,USD,1,,Commissions,Default,26,-1.733333333,24.266666667,26,-1.733333333,24.266666667,09/04/2024;17:21:57,Commission,6646609096,DETAIL,,,,,,,,,,,,,,,,732383
U3224238,U3224238 AUTOMOTRIZ ZUNAPO DEL MONTE SOCIEDAD ANONIMA,,USD,,,Commissions,Default,27.2,-27.2,0,27.2,-27.2,0,,,,SUMMARY,,,,,,,,,,,,,,,,732383
U3224238,U3224238 AUTOMOTRIZ ZUNAPO DEL MONTE SOCIEDAD ANONIMA,,USD,1,,Commissions,Default,13.05,-13.05,0,13.05,-13.05,0,09/03/2024;11:55:13,Commission,6639640082,DETAIL,,,,,,,,,,,,,,,,732383
U3224238,U3224238 AUTOMOTRIZ ZUNAPO DEL MONTE SOCIEDAD ANONIMA,,USD,1,,Commissions,Default,2.05,-2.05,0,2.05,-2.05,0,09/03/2024;12:01:57,Commission,6639691484,DETAIL,,,,,,,,,,,,,,,,732383
U3224238,U3224238 AUTOMOTRIZ ZUNAPO DEL MONTE SOCIEDAD ANONIMA,,USD,1,,Commissions,Default,6.05,-6.05,0,6.05,-6.05,0,09/03/2024;12:16:01,Commission,6639812315,DETAIL,,,,,,,,,,,,,,,,732383
U3224238,U3224238 AUTOMOTRIZ ZUNAPO DEL MONTE SOCIEDAD ANONIMA,,USD,1,,Commissions,Default,6.05,-6.05,0,6.05,-6.05,0,09/03/2024;12:17:09,Commission,6639821635,DETAIL,,,,,,,,,,,,,,,,732383
U3291633,U3291633 Oscar Alberto Zuniga,,USD,,,Commissions,Default,460.148376632,-49.988376632,410.16,460.148376632,-49.988376632,410.16,,,,SUMMARY,,,,,,,,,,,,,,,,732383
U3291633,U3291633 Oscar Alberto Zuniga,,USD,1,,Commissions,Default,29.11169666,-3.09749666,26.0142,29.11169666,-3.09749666,26.0142,09/04/2024;07:55:05,Commission,6642455956,DETAIL,,,,,,,,,,,,,,,,732383
U3291633,U3291633 Oscar Alberto Zuniga,,USD,1,,Commissions,Default,25,-1.666666667,23.333333333,25,-1.666666667,23.333333333,09/04/2024;07:55:05,Commission,6642455950,DETAIL,,,,,,,,,,,,,,,,732383
U3291633,U3291633 Oscar Alberto Zuniga,,USD,1,,Commissions,Default,22.09693334,-3.344466673,18.752466667,22.09693334,-3.344466673,18.752466667,09/04/2024;07:55:05,Commission,6642455955,DETAIL,,,,,,,,,,,,,,,,732383
U3291633,U3291633 Oscar Alberto Zuniga,,USD,1,,Commissions,Default,76.05,-11.05,65,76.05,-11.05,65,09/04/2024;09:36:49,Commission,6642975396,DETAIL,,,,,,,,,,,,,,,,732383
U3291633,U3291633 Oscar Alberto Zuniga,,USD,1,,Commissions,Default,38.08555,-4.03555,34.05,38.08555,-4.03555,34.05,09/04/2024;09:39:57,Commission,6643058306,DETAIL,,,,,,,,,,,,,,,,732383
U3291633,U3291633 Oscar Alberto Zuniga,,USD,1,,Commissions,Default,33.0412,-2.26,30.7812,33.0412,-2.26,30.7812,09/04/2024;09:49:34,Commission,6643199047,DETAIL,,,,,,,,,,,,,,,,732383
U3291633,U3291633 Oscar Alberto Zuniga,,USD,1,,Commissions,Default,47.3688,-3.24,44.1288,47.3688,-3.24,44.1288,09/04/2024;09:49:34,Commission,6643199576,DETAIL,,,,,,,,,,,,,,,,732383
U3291633,U3291633 Oscar Alberto Zuniga,,USD,1,,Commissions,Default,76.05,-11.05,65,76.05,-11.05,65,09/04/2024;13:34:49,Commission,6645287752,DETAIL,,,,,,,,,,,,,,,,732383
U3291633,U3291633 Oscar Alberto Zuniga,,USD,1,,Commissions,Default,25,-1.666666667,23.333333333,25,-1.666666667,23.333333333,09/05/2024;11:48:05,Commission,6649649083,DETAIL,,,,,,,,,,,,,,,,732383
U3291633,U3291633 Oscar Alberto Zuniga,,USD,1,,Commissions,Default,4.254,-0.347333333,3.906666667,4.254,-0.347333333,3.906666667,09/05/2024;11:48:05,Commission,6649649104,DETAIL,,,,,,,,,,,,,,,,732383
U3291633,U3291633 Oscar Alberto Zuniga,,USD,1,,Commissions,Default,7.3135,-0.5035,6.81,7.3135,-0.5035,6.81,09/05/2024;11:48:05,Commission,6649649127,DETAIL,,,,,,,,,,,,,,,,732383
U3291633,U3291633 Oscar Alberto Zuniga,,USD,1,,Commissions,Default,14.1299936,-2.064969,12.0650246,14.1299936,-2.064969,12.0650246,09/11/2024;09:01:50,Commission,6666652466,DETAIL,,,,,,,,,,,,,,,,732383
U3291633,U3291633 Oscar Alberto Zuniga,,USD,1,,Commissions,Default,25,-1.666666667,23.333333333,25,-1.666666667,23.333333333,09/11/2024;09:01:50,Commission,6666652434,DETAIL,,,,,,,,,,,,,,,,732383
U3291633,U3291633 Oscar Alberto Zuniga,,USD,1,,Commissions,Default,0,-0.398357933,-0.398357933,0,-0.398357933,-0.398357933,09/11/2024;09:01:50,Commission,6666652443,DETAIL,,,,,,,,,,,,,,,,732383
U3291633,U3291633 Oscar Alberto Zuniga,,USD,1,,Commissions,Default,36.576,-2.526,34.05,36.576,-2.526,34.05,09/12/2024;13:31:43,Commission,6674309998,DETAIL,,,,,,,,,,,,,,,,732383
U3291633,U3291633 Oscar Alberto Zuniga,,USD,1,,Commissions,Default,1.070703032,-1.070703032,0,1.070703032,-1.070703032,0,09/12/2024;15:51:31,Commission,6675289511,DETAIL,,,,,,,,,,,,,,,,732383
U3429533,U3429533 Wendy M Delius and Monique E Larriere Delius,,USD,,,Commissions,Default,18,-18,0,18,-18,0,,,,SUMMARY,,,,,,,,,,,,,,,,732383
U3429533,U3429533 Wendy M Delius and Monique E Larriere Delius,,USD,1,,Commissions,Default,6,-6,0,6,-6,0,09/05/2024;13:47:41,Commission,6650421866,DETAIL,,,,,,,,,,,,,,,,732383
U3429533,U3429533 Wendy M Delius and Monique E Larriere Delius,,USD,1,,Commissions,Default,6,-6,0,6,-6,0,09/05/2024;13:48:42,Commission,6650415529,DETAIL,,,,,,,,,,,,,,,,732383
U3429533,U3429533 Wendy M Delius and Monique E Larriere Delius,,USD,1,,Commissions,Default,6,-6,0,6,-6,0,09/05/2024;20:26:00,Commission,6652050912,DETAIL,,,,,,,,,,,,,,,,732383
U3492964,U3492964 Guillermo Madriz 03801,,USD,,,Commissions,Default,25,-1.666666667,23.333333333,25,-1.666666667,23.333333333,,,,SUMMARY,,,,,,,,,,,,,,,,732383
U3492964,U3492964 Guillermo Madriz 03801,,USD,1,,Commissions,Default,25,-1.666666667,23.333333333,25,-1.666666667,23.333333333,09/03/2024;09:31:13,Commission,6637106725,DETAIL,,,,,,,,,,,,,,,,732383
U3539586,U3539586 Inmobiliaria de Rioja S.A.,,USD,,,Commissions,Default,9.05,-9.05,0,9.05,-9.05,0,,,,SUMMARY,,,,,,,,,,,,,,,,732383
U3539586,U3539586 Inmobiliaria de Rioja S.A.,,USD,1,,Commissions,Default,9.05,-9.05,0,9.05,-9.05,0,09/04/2024;12:31:40,Commission,6644917234,DETAIL,,,,,,,,,,,,,,,,732383
U3554642,U3554642 Allam Rodriguez 00102,,USD,,,Commissions,Default,76.05,-11.05,65,76.05,-11.05,65,,,,SUMMARY,,,,,,,,,,,,,,,,732383
U3554642,U3554642 Allam Rodriguez 00102,,USD,1,,Commissions,Default,76.05,-11.05,65,76.05,-11.05,65,09/04/2024;12:32:24,Commission,6644927553,DETAIL,,,,,,,,,,,,,,,,732383
U4346345,U4346345 Rodrigo Esquivel and Vilma Rodriguez Saborio,,USD,,,Commissions,Default,8,-8,0,8,-8,0,,,,SUMMARY,,,,,,,,,,,,,,,,732383
U4346345,U4346345 Rodrigo Esquivel and Vilma Rodriguez Saborio,,USD,1,,Commissions,Default,8,-8,0,8,-8,0,09/05/2024;10:43:01,Commission,6648991332,DETAIL,,,,,,,,,,,,,,,,732383
U4470952,U4470952 Luis Ortega,,USD,,,Commissions,Default,30,-2.1537536,27.8462464,30,-2.1537536,27.8462464,,,,SUMMARY,,,,,,,,,,,,,,,,732383
U4470952,U4470952 Luis Ortega,,USD,1,,Commissions,Default,15,-1.000245,13.999755,15,-1.000245,13.999755,09/06/2024;10:29:54,Commission,6654028155,DETAIL,,,,,,,,,,,,,,,,732383
U4470952,U4470952 Luis Ortega,,USD,1,,Commissions,Default,15,-1.1535086,13.8464914,15,-1.1535086,13.8464914,09/11/2024;13:05:35,Commission,6669244390,DETAIL,,,,,,,,,,,,,,,,732383
U4539881,U4539881 Luis Campos,,USD,,,Commissions,Default,10,-1.0905494,8.9094506,10,-1.0905494,8.9094506,,,,SUMMARY,,,,,,,,,,,,,,,,732383
U4539881,U4539881 Luis Campos,,USD,1,,Commissions,Default,10,-1.0905494,8.9094506,10,-1.0905494,8.9094506,09/10/2024;14:08:22,Commission,6665216046,DETAIL,,,,,,,,,,,,,,,,732383
U4654785,U4654785 Andrea Leon 00102,,USD,,,Commissions,Default,302.1,-37.1,265,302.1,-37.1,265,,,,SUMMARY,,,,,,,,,,,,,,,,732383
U4654785,U4654785 Andrea Leon 00102,,USD,1,,Commissions,Default,66.05,-9.05,57,66.05,-9.05,57,09/03/2024;16:30:24,Commission,6641758169,DETAIL,,,,,,,,,,,,,,,,732383
U4654785,U4654785 Andrea Leon 00102,,USD,1,,Commissions,Default,75,-10,65,75,-10,65,09/05/2024;13:24:44,Commission,6650292865,DETAIL,,,,,,,,,,,,,,,,732383
U4654785,U4654785 Andrea Leon 00102,,USD,1,,Commissions,Default,65,-8,57,65,-8,57,09/06/2024;12:49:57,Commission,6655800217,DETAIL,,,,,,,,,,,,,,,,732383
U4654785,U4654785 Andrea Leon 00102,,USD,1,,Commissions,Default,51.05,-6.05,45,51.05,-6.05,45,09/09/2024;13:08:46,Commission,6660878667,DETAIL,,,,,,,,,,,,,,,,732383
